DBMS_urnform,DBMS_common_name,upstream_repo_id,local_repo_id,repo_id_change_class,repo_link,repo_created_at,upstream_License_info,local_License_info,upstream_open_source_license,local_open_source_license,first_later_upstream_matching_month,provenance_class,provenance_evidence,in_frozen_301_candidates,in_frozen_294_seeds,source_evidence_present,scientific_role,human_review_required
graphik,Graphik,285669400,285669400,UNCHANGED,graphikDB/graphik,2020-08-06T20:53:56Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
graphite,Graphite,4254338,4254338,UNCHANGED,graphite-project/graphite-web,2012-05-07T21:30:55Z,Apache 2.0,Apache 2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
graviton,Graviton,292903178,292903178,UNCHANGED,deroproject/graviton,2020-09-04T17:03:50Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
greatsql,GreatSQL,345982729,345982729,UNCHANGED,GreatSQL/GreatSQL,2021-03-09T11:27:23Z,GPL v2,GPL v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
greenplum,Greenplum,44781140,44781140,UNCHANGED,greenplum-db/gpdb,,Apache v2.0,Apache v2.0,Y,Y,202411,NO_DIFFERENCE,No compared common-field difference.,YES,YES,YES,SEED,NO
greptimedb,GreptimeDB,480217156,480217156,UNCHANGED,GreptimeTeam/greptimedb,2022-04-11T03:46:48Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
griddb,GridDB,52420005,52420005,UNCHANGED,griddb/griddb,2016-02-24T06:31:40Z,"AGPL v3,Apache v2.0","AGPL v3,Apache v2.0",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
gridgain,GridGain,170496871,170496871,UNCHANGED,gridgain/gridgain,2019-02-13T11:31:35Z,Apache v2,Apache v2,"Y#dbdbio>|<dbengines#commercial, open source","Y#dbdbio>|<dbengines#commercial, open source",202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
gstore,gStore,26917250,26917250,UNCHANGED,pkumod/gStore,2014-11-20T14:59:01Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
gun,GUN,22475123,22475123,UNCHANGED,amark/gun,2014-07-31T15:52:10Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
h-store,H-Store,3104540,3104540,UNCHANGED,apavlo/h-store,2012-01-04T19:14:17Z,"BSD,GPL v3","BSD,GPL v3",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
h2,H2,33745913,33745913,UNCHANGED,h2database/h2database,2015-04-10T19:09:09Z,"Eclipse Public License,Mozilla Public License","Eclipse Public License,Mozilla Public License",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
h2gis,H2GIS,9074548,9074548,UNCHANGED,orbisgis/h2gis,2013-03-28T10:12:05Z,LGPL 3.0,LGPL 3.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hadoop,Hadoop,,23418517,BLANK_TO_VALID_NUMERIC_REPO_ID,apache/hadoop,2014-08-28T07:00:08Z,Apache v2,Apache v2,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",YES,NO,NO,CANDIDATE_ONLY,YES
haildb,HailDB,149145424,149145424,UNCHANGED,nextgres/oss-haildb,2018-09-17T15:18:19Z,,GNU General Public License v2.0,Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,NO,NO,NO,NON_SEED_METADATA,YES
halodb,HaloDB,137792810,137792810,UNCHANGED,yahoo/HaloDB,2018-06-18T18:46:19Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hampusdb,HampusDB,,-,BLANK_TO_PLACEHOLDER,-,-,LGPL v2,LGPL v2,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
hanoidb,HanoiDB,3102187,3102187,UNCHANGED,krestenkrab/hanoidb,2012-01-04T13:39:47Z,,Apache License 2.0,Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,NO,NO,NO,NON_SEED_METADATA,YES
hawkular-metrics,Hawkular Metrics,17705626,17705626,UNCHANGED,hawkular/hawkular-metrics,2014-03-13T10:07:30Z,Apache 2.0,Apache 2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hawq,Apache HAWQ,41952293,41952293,UNCHANGED,apache/hawq,2015-09-05T07:00:05Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
haystackdb,HaystackDB,793209340,793209340,UNCHANGED,carsonpo/haystackdb,2024-04-28T18:19:39Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hazelcast,Hazelcast,3786237,3786237,UNCHANGED,hazelcast/hazelcast,2012-03-21T12:25:18Z,Apache v2; commercial licenses available,Apache v2; commercial licenses available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hbase,Apache HBase,20089857,20089857,UNCHANGED,apache/hbase,2014-05-23T07:00:07Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
heavydb,HeavyDB,90541149,90541149,UNCHANGED,heavyai/heavydb,2017-05-07T15:07:56Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
herddb,HerdDB,52507351,52507351,UNCHANGED,diennea/herddb,2016-02-25T08:01:32Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
heroic,Heroic,36483902,36483902,UNCHANGED,spotify/heroic,2015-05-29T05:20:53Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hgraphdb,HGraphDB,73235061,73235061,UNCHANGED,rayokota/hgraphdb,2016-11-08T23:05:08Z,Apache 2.0,Apache 2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hibari,Hibari,1202421,1202421,UNCHANGED,hibari/hibari,2010-12-28T07:17:42Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hipsterdb,hipsterDB,9847951,9847951,UNCHANGED,robmerrell/hipsterdb,2013-05-04T01:57:49Z,,,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
histore,Histore,132499340,132499340,UNCHANGED,developit/histore,2018-05-07T18:16:41Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hive,Apache Hive,206444,206444,UNCHANGED,apache/hive,2009-05-21T02:31:01Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hive-dart,Hive (Dart),195895847,195895847,UNCHANGED,hivedb/hive,2019-07-08T22:47:01Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hollowdb,HollowDB,606800919,606800919,UNCHANGED,firstbatchxyz/hollowdb,2023-02-26T15:57:33Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
horaedb,HoraeDB,496505424,496505424,UNCHANGED,apache/incubator-horaedb,2022-05-26T06:22:14Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hstreamdb,HStreamDB,291675222,291675222,UNCHANGED,hstreamdb/hstream,2020-08-31T09:42:17Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hugegraph,Apache HugeGraph,141376301,141376301,UNCHANGED,apache/incubator-hugegraph,2018-07-18T03:30:20Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hydra,Hydra,516821813,516821813,UNCHANGED,HydrasDB/hydra,2022-07-22T16:42:51Z,"AGPL v3,Apache v2","AGPL v3,Apache v2",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hyperdb,HyperDB,628503457,628503457,UNCHANGED,jdagdelen/hyperDB,2023-04-16T06:27:39Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
hyperdex,HyperDex,3493103,3493103,UNCHANGED,rescrv/HyperDex,2012-02-20T11:32:16Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hypergraphdb,HyperGraphDB,38727503,38727503,UNCHANGED,hypergraphdb/hypergraphdb,2015-07-08T02:38:53Z,Apache v2#dbdbio>|<dbengines#L-GPL,Apache v2#dbdbio>|<dbengines#L-GPL,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hyperleveldb,HyperLevelDB,10529222,10529222,UNCHANGED,rescrv/HyperLevelDB,2013-06-06T15:07:59Z,,"BSD 3-Clause ""New"" or ""Revised"" License",Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,NO,NO,NO,NON_SEED_METADATA,YES
hypersql,HyperSQL,101723057,101723057,UNCHANGED,ryenus/hsqldb,2017-08-29T05:40:18Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hypertable,Hypertable,1584552,1584552,UNCHANGED,hypertable/hypertable,2011-04-07T21:37:47Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
hyrise,Hyrise,87414843,87414843,UNCHANGED,hyrise/hyrise,2017-04-06T10:03:31Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
iboxdb,iBoxDB,50836580,50836580,UNCHANGED,iboxdb/ftserver,2016-02-01T11:59:23Z,,,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
icecoal,Icecoal,258454329,258454329,UNCHANGED,ppml38/icecoal,2020-04-24T08:36:12Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
icefiredb,IceFireDB,344711168,344711168,UNCHANGED,IceFireDB/IceFireDB,2021-03-05T06:03:29Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
ignite,Apache Ignite,31006158,31006158,UNCHANGED,apache/ignite,2015-02-19T08:00:05Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
immortaldb,ImmortalDB,154541438,154541438,UNCHANGED,gruns/ImmortalDB,2018-10-24T17:29:42Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
immudb,Immudb,220186120,220186120,UNCHANGED,codenotary/immudb,2019-11-07T08:22:16Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
impala,Apache Impala,56128733,56128733,UNCHANGED,apache/impala,2016-04-13T07:00:08Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
infinidb,InfiniDB,13589020,13589020,UNCHANGED,infinidb/infinidb,2013-10-15T12:10:40Z,GPL v2,GPL v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
infinispan,Infinispan,1050944,1050944,UNCHANGED,infinispan/infinispan,2010-11-04T12:33:19Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
infinisql,InfiniSQL,11630463,11630463,UNCHANGED,infinisql/infinisql,2013-07-24T08:53:15Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
influxdb,InfluxDB,13124802,13124802,UNCHANGED,influxdata/influxdb,2013-09-26T14:31:10Z,MIT; commercial enterprise version available,MIT; commercial enterprise version available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
infogrid,InfoGrid,,-,BLANK_TO_PLACEHOLDER,-,-,AGPL v3,AGPL v3,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
ingres,Ingres,600860,600860,UNCHANGED,fosslc/Ingres,2010-04-08T14:38:41Z,Proprietary,Proprietary,Y#dbdbio>|<dbengines#N,Y#dbdbio>|<dbengines#N,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
iondb,IonDB,31342455,31342455,UNCHANGED,iondbproject/iondb,2015-02-26T00:07:10Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
iotdb,Apache IoTDB,158975124,158975124,UNCHANGED,apache/iotdb,2018-11-24T21:29:17Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
irmin,Irmin,9595928,9595928,UNCHANGED,mirage/irmin,2013-04-22T09:52:58Z,ISC License,ISC License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
jackrabbit,Apache Jackrabbit,206403,206403,UNCHANGED,apache/jackrabbit,2009-05-21T01:43:24Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
jaguardb,JaguarDB,96580430,96580430,UNCHANGED,datajaguar/jaguardb,,MIT#dbdbio>|<dbengines#GPL V3.0,MIT#dbdbio>|<dbengines#GPL V3.0,Y,Y,202411,NO_DIFFERENCE,No compared common-field difference.,NO,NO,NO,NON_SEED_METADATA,NO
janusgraph,JanusGraph,77385607,77385607,UNCHANGED,JanusGraph/janusgraph,2016-12-26T13:26:29Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
jasdb,JasDB,33053071,33053071,UNCHANGED,oberasoftware/jasdb,2015-03-28T22:41:15Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
